,Unnamed: 0,tipo,descricao,likes,comentarios,shortcode,id,time,hora,dia,semana,inter,Nome
884,134,Vídeo,"Após 13 anos de espera, a sequência de “Avatar” está cada vez mais próxima. O longa irá estrear no próximo dia 15 de dezembro e hoje (02/11) o último trailer foi divulgado. VÃO ASSISTIR?! 🤩🎥",382490,2786,CkdnxZTgt1v,2962699048118836591,2022-11-02 12:03:10,12,2022-11-02,2,385276,Choquei
671,71,Imagem,"TENSÃO NA ÁSIA • O Exército da Coreia do Sul disse que disparou três mísseis em direção ao norte de sua fronteira marítima nesta quarta-feira (2) em resposta ao disparo de pelo menos 10 mísseis pela Coreia do Norte no início do dia, incluindo um que desembarcou a menos de 60 quilômetros da costa da Coreia do Sul.

O país fechou algumas rotas aéreas no mar ao largo da costa leste da península coreana. Esta foi a primeira vez que um aparente teste caiu perto das águas sul-coreanas, levando a alertas de ataque aéreo, disseram autoridades.

Os lançamentos ocorreram poucas horas depois que Pyongyang exigiu que os Estados Unidos e a Coreia do Sul interrompam os exercícios militares em larga escala, dizendo que “tal provocação e imprudência militar não podem mais ser toleradas”.

🔗 Leia mais no link da bio. #CNNBrasil
📸 Ministério da Defesa da Coreia do Sul/Distribuição via REUTERS",49208,699,Ckdns9MPVI-,2962698743054160446,2022-11-02 12:00:34,12,2022-11-02,2,49907,CNN Brasil
365,65,Vídeo,"DESOCUPAÇÃO 🚚 Para dispersar a manifestação que interditava parcialmente a Castello Branco, em São Paulo, o Batalhão de Choque da Polícia Militar chegou ao quilômetro 26 da rodovia por volta das 11h30 desta quarta-feira, 2.

Os militares lançaram bombas de gás lacrimogêneo. Minutos antes, policiais passaram pedindo para que os presentes retirassem as crianças do local. A polícia não deu estimativa de quantas pessoas estão na via, mas, pelo que se vê, a quantidade não passa de 200.

Acompanhe a cobertura pelo Brasil ao vivo no #LinkDaBio",6334,525,CkdnBBaO8TD,2962695723926930627,2022-11-02 11:54:59,11,2022-11-02,2,6859,Estadão
134,134,Vídeo,"PMs prestam continência para manifestantes golpistas em Franca, no interior de SP. Corregedoria investiga o caso. 🎥 Reprodução/Redes sociais",60788,14920,CkdjXABtKUv,2962679642084123951,2022-11-02 11:40:02,11,2022-11-02,2,75708,Folha de São Paulo
174,24,Imagem,"SETOR DEVE VOLTAR À LISTA DE PRIORIDADES 🎤🎶🎭🖼️ | O setor cultural, que em grande parte apoiou a campanha à Presidência de Luiz Inácio Lula da Silva (PT), deve voltar à lista de prioridades do governo federal. Com a recriação do Ministério da Cultura, a transição na área será acompanhada de um levantamento de decretos feitos pelo governo de Jair Bolsonaro, com a possibilidade de que sejam revogados. Entre as prioridades, está a discussão da medida provisória que adiou o prazo para repasses de recursos previstos pelas leis Paulo Gustavo e Aldir Blanc 2. Alguns nomes para assumir a pasta já circulam nos bastidores, como o da deputada federal Jandira Feghali (PCdoB), por sua atuação durante processo de discussão das leis relacionadas ao setor; o da cantora Daniela Mercury, que seria nome favorito da futura primeira-dama, Janja, ao cargo; o de Juca Ferreira, por seu histórico como ex-ministro dos governos petistas; o do cantor Chico César, que já foi secretário de Cultura da Paraíba; e o de Manoel Rangel, que foi diretor-presidente da Ancine de 2004 a 2017.

Saiba mais no link da bio. #JornalOGlobo 
Foto: Reprodução",92580,7488,CkdlLdPKVEK,2962687644907688202,2022-11-02 11:38:31,11,2022-11-02,2,100068,Jornal O Globo
885,135,Imagem,"O caso aconteceu na China e o homem justificou a atitude afirmando que pensa no melhor pro futuro dos familiares e não quer que a esposa e o filho se tornem preguiçosos arrogantes: ""Eu não contei para minha esposa ou filho. Estou preocupado que eles possam se sentir superiores a outras pessoas e não trabalharão ou estudarão muito no futuro"", disse ele. O QUE ACHARAM?! 📸🤔",423236,4908,Ckdj2ZEOXP6,2962681799273706490,2022-11-02 11:26:54,11,2022-11-02,2,428144,Choquei
135,135,Imagem,"O relator-geral do Orçamento de 2023, senador Marcelo Castro (MDB-PI), estima em pelo menos R$ 100 bilhões o ajuste nas contas do ano que vem a ser feito entre os parlamentares e a equipe do presidente eleito, Luiz Inácio Lula da Silva (PT). Otimista com a possibilidade de votar a proposta até 16 de dezembro, Castro terá uma primeira reunião com integrantes do time de Lula na próxima quinta-feira (3). Ele vai receber o coordenador da transição e vice-presidente eleito, Geraldo Alckmin (PSB), e o ex-governador do Piauí e senador eleito Wellington Dias —designado como interlocutor petista nas negociações do Orçamento e cotado para virar ministro no novo governo. Também participam o ex-ministro Aloizio Mercadante, que atua na transição, e outros parlamentares. Leia em folha.com/mercado | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo #eleições2022

📷 Roque de Sá/Agência Senado
📝 Idiana Tomazelli e Thiago Resende

#PraTodosVerem: Foto colorida mostra  senador Marcelo Castro, um homem branco, calvo, com cabelos claros ralos, de vestes formais. Ele fala atrás de diversos microfones, movimenta o braço e a boca. Sua mão direita está levantada e a esquerda segura papéis. Texto no card diz ""Relator vê buraco de R$ 100 bi no Orçamento e dificuldade para mexer em emendas"".",36849,1671,CkdjG85pxJK,2962678539216163402,2022-11-02 11:20:25,11,2022-11-02,2,38520,Folha de São Paulo
549,99,Vídeo,"O líder do governo na Câmara, deputado Ricardo Barros, pediu em um vídeo a liberação de rodovias bloqueadas por atos bolsonaristas. ""Liberem as rodovias e vamos em frente. Vamos seguir a vida"", disse o parlamentar.

#UOLNews #uol #uolnoticias #eleicoes2022 #uoleleicoes #lula #jairbolsonaro #bolsonaro #rodrigogarcia",26900,2842,Ckdh1fIj4PN,2962672940976407501,2022-11-02 11:13:08,11,2022-11-02,2,29742,UOL Oficial
886,136,Imagem,"Luan Santana vai ganhar um especial de fim de ano da Globo. O programa ""Som Brasil"" fará uma homenagem aos 15 anos de carreira do cantor. A produção faz parte da grade de especiais de fim de ano da emissora e vai ao ar em 26 de dezembro. VÃO ASSISTIR?! 📸🤩",149665,2430,CkdgGzWOMsk,2962665334818523940,2022-11-02 10:54:11,10,2022-11-02,2,152095,Choquei
550,100,Imagem,"O vice-presidente e senador eleito General Hamilton Mourão (Republicanos-RS) disse que ""não há o que reclamar"" sobre a vitória de Luiz Inácio Lula da Silva (PT) contra Jair Bolsonaro (PL) no segundo turno das eleições presidenciais.

Em entrevista ao jornal O Globo, Mourão refutou a possibilidade de fraude no processo eleitoral —que também o elegeu —e disse que manifestantes bolsonaristas que fecham estradas em todo o Brasil devem ""baixar a bola"".

""Nós concordamos em participar de um jogo em que o outro jogador [Lula] não deveria estar jogando. Mas se a gente concordou, não há mais do que reclamar. A partir daí, não adianta mais chorar, nós perdemos o jogo"", reconheceu o senador eleito.

Sobre os manifestantes bolsonaristas que fazem atos antidemocráticos pedindo novas eleições e intervenção militar, Mourão diz que eles deveriam ter protestado quando Lula recuperou seus direitos políticos. Ele acrescentou que não considera que houve fraude na eleição.

📷 Marcelo Camargo/Agência Brasil
#uol #noticias #eleicoes2022 #bolsonaro #mourao #política",47051,2176,CkdeOUhuBKY,2962657055388209816,2022-11-02 10:37:44,10,2022-11-02,2,49227,UOL Oficial
672,72,Imagem,"REAÇÃO DO GOVERNO • Em meio a bloqueios em rodovias, o ministro da Justiça, Anderson Torres, reiterou nesta terça-feira (2) o pedido feito pelo presidente Jair Bolsonaro para que as manifestações não impeçam o direito de ir e vir de todos.

Em uma publicação no Twitter, o ministro afirmou ainda que das 18h de domingo (30) até as 07h de hoje (2), foram feitos 544 desbloqueios. #CNNBrasil

📸: Marcelo Camargo/Agência Brasil",25289,1057,CkddZkGDOVR,2962653429971608913,2022-11-02 10:30:32,10,2022-11-02,2,26346,CNN Brasil
175,25,Imagem,"[via @malugaspar.jornalista] A demora da Polícia Rodoviária Federal (PRF) em desmobilizar os bloqueios golpistas em 21 unidades federativas, que travaram diversas rodovias pelo Brasil e já provocaram uma morte, despertou um profundo desconforto dentro da corporação. Segundo integrantes da instituição ouvidos sob reserva, a alta cúpula da PRF já havia sido informada pelo setor de inteligência de que poderia haver mobilização de bolsonaristas nas estradas em caso de vitória de Lula. A equipe do blog de #MaluGaspar teve acesso a trocas de mensagens em grupos de policiais da corporação cujo teor indica que uma reação de apoiadores de Bolsonaro era conhecida pelo menos desde a semana passada.

Saiba mais no link da bio. #JornalOGlobo 
Foto: Fabiano Rocha/O Globo",23311,1153,Ckdc7vuvm-z,2962651380881190835,2022-11-02 10:26:28,10,2022-11-02,2,24464,Jornal O Globo
887,137,Coleção,"Lucas Souza, ex-marido de Jojo Todynho e Liziane Gutierrez, estavam ficando nessa madrugada em uma casa de shows no Rio de Janeiro. Quem estava lá, afirmou que o clima entre os dois era de romance e eles até transitavam de mãos dadas pela boate. EITA GENTE! 📸😳",754670,30483,CkdbpOnuBpe,2962645710332762718,2022-11-02 10:15:12,10,2022-11-02,2,785153,Choquei
366,66,Imagem,"SC CONCENTRA MAIORIA 🚚 O feriado de 2 de novembro começa com ao menos 167 pontos de bloqueios e interdições nas rodovias federais do País, segundo informe divulgado pela Polícia Rodoviária Federal (PRF) por volta das 6 horas desta quarta-feira. Ainda há ocorrências no Acre, Amazonas, Bahia, Espírito Santo, Goiás, Minas Gerais, Mato Grosso, Mato Grosso do Sul, Pará, Pernambuco, Paraná, Rondônia, Roraima, Rio Grande do Sul, Santa Catarina, São Paulo e Tocantins. O total de manifestações desfeitas pela corporação chegou a 563.

Santa Catarina segue sendo o Estado com mais bloqueios e interdições, 37. São Paulo, que chegou a ter oito na terça-feira, agora tem três - somente em rodovias federais. Veja a cobertura ao vivo no #LinkDaBio (Foto: WERTHER SANTANA/ESTADÃO)",7773,503,CkdbTuSsz_V,2962644232511373269,2022-11-02 10:12:15,10,2022-11-02,2,8276,Estadão
551,101,Coleção,"Todo mundo concorda que o ano de 2022 não foi fácil, mas vem aí um refresco: em 2023, serão 12 feriados, sendo cinco prolongados — para dar aquele fôlego para quem está precisando viajar ou descansar.

O calendário leva em consideração tanto as datas oficiais, quanto os pontos facultativos (aqueles em que a folga é opcional, mas as datas foram convencionadas por empresas e repartições públicas).

👉 Arraste para o lado e confira quais serão as datas!

#UOL #NossaUOL #Feriado #2023 #Folga #Descanso #Viagem #Planos",1517,32,CkdaCj_pYHg,2962638655176671712,2022-11-02 10:01:11,10,2022-11-02,2,1549,UOL Oficial
136,136,Imagem,"Os grupos de extrema-direita no Telegram intensificaram as convocações a caminhoneiros na reta final das eleições. As mensagens se intensificaram desde derrota de Jair Bolsonaro (PL), com o discurso de que a categoria precisa se mobilizar para deixar clara a insatisfação com a eleição de Luiz Inácio Lula da Silva (PT) para a Presidência. As convocações, por escrito ou em vídeos, a que a Folha teve acesso, dizem que o Brasil não pode ser ""entregue ao comunismo"" e pedem uma mobilização dos caminhoneiros, ""amigos do agronegócio"" e até da população para parar as estradas, especialmente em São Paulo. Leia em folha.com/poder | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo #eleições2022

📝 Alexa Salomão
📷 Ueslei Marcelino/Reuters 

#PraTodosVerem: Foto colorida escura mostra silhueta de pessoas de costas em meio a via; ao redor aparecem focos de fogo alaranjado no chão e fumaça que sobe para o céu escuro. Texto na parte superior do card diz ""Grupos de extrema direita convocaram bloqueios antes da eleição de Lula"".",18572,1083,CkdZ8Y5PtLP,2962638230941258447,2022-11-02 10:00:20,10,2022-11-02,2,19655,Folha de São Paulo
673,73,Imagem,"BLOQUEIOS NAS ESTRADAS • Ao menos 17 estados brasileiros ainda possuem manifestações ativas em rodovias contra a vitória do presidente eleito Luiz Inácio Lula da Silva (PT) na manhã desta quarta-feira (2), segundo levantamento feito pela CNN.

Os bloqueios foram confirmados no Acre, Amazonas, Bahia, Espírito Santo, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraná, Pernambuco, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo e Tocantins.

Segundo a PRF, até às 6h30 desta quarta, 563 manifestações foram desfeitas.

🔗 Leia mais no link da bio. #CNNBrasil
📸: Will Dias/Futura Press/Estadão Conteúdo",28403,2452,CkdU7hljRqI,2962616181322488456,2022-11-02 09:16:31,9,2022-11-02,2,30855,CNN Brasil
888,138,Imagem,"Uma jovem indiana de 23 anos sofreu um acidente de moto quando estava grávida de pouco mais de um mês. Ela foi internada e seguiu inconsciente nos meses seguintes. Ainda em coma, a equipe médica realizou o parto da mulher cerca de 7 meses após o acidente. Ela deu à luz a uma menina saudável. Os médicos têm esperança que um dia a jovem acorde e conheça a filha. MEU DEUS! 📸😱",377486,1029,CkdUsIbuA3q,2962615123521834474,2022-11-02 09:14:25,9,2022-11-02,2,378515,Choquei
176,26,Imagem,"ENTREVISTA 🗣️ | Vivendo os últimos dias no Palácio do Planalto, o vice-presidente e senador eleito Hamilton Mourão (Republicanos) admite que deveria ter falado menos, diz que a eleição foi limpa e conta que ser vice-presidente é frustante: ""O que aprendi é que você tem que entender qual o papel do vice-presidente. A Constituição diz que o Executivo é exercido pelo presidente e seus ministros. O vice-presidente é um apêndice. Tu só vai se dar conta disso quando vira efetivamente vice-presidente"". Perguntado sobre sua opinião sobre o processo de transição entre os governos Bolsonaro e Lula, Mourão respondeu: ""Nós concordamos em participar de um jogo em que o outro jogador (Lula) não deveria estar jogando. Mas se a gente concordou, não há mais do que reclamar. A partir daí, não adianta mais chorar, nós perdemos o jogo"".

Leia a entrevista completa no link da bio. #JornalOGlobo 
Foto: Pablo Jacob/Agencia O Globo",81369,3136,CkdTyQIvg9f,2962611146063744863,2022-11-02 09:06:31,9,2022-11-02,2,84505,Jornal O Globo
137,137,Imagem,"INTERDIÇÕES EM 17 ESTADOS | O primeiro discurso do presidente Jair Bolsonaro (PL) após ser derrotado nas eleições frustrou quem esperava que o mandatário pedisse explicitamente a desmobilização de bloqueios de rodovias, feitos por apoiadores que contestam sem provas o resultado das urnas e pedem um golpe... Após a fala do presidente, manifestantes reunidos na rodovia Castelo Branco (SP), prometeram continuar bloqueando a via. ""Vamos perseverar. Cremos em uma revolução até janeiro"", disse uma participante. Em grupos no Telegram e nas redes sociais, o discurso também foi interpretado como um apoio às mobilizações golpistas. ""Não abandonemos as ruas. Ao contrário, continuemos firme, pois penso que nas entrelinhas desse discurso possa haver algo"", disse um apoiador. Leia em folha.com/poder | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo

📷 Eduardo Knapp (@eduknapp)/Folhapress

#PraTodosVerem: Foto colorida mostra, de cima, a rodovia Castello Branco ocupada por carros e caminhões parados. Texto no card diz ""Fala de Bolsonaro não dá fim a bloqueios em rodovias, mas movimento golpista chega menor ao 3º dia"".",34353,1972,CkdPp96rYTe,2962592984558568670,2022-11-02 08:30:26,8,2022-11-02,2,36325,Folha de São Paulo
138,138,Imagem,"Bom dia, esta é a capa da #folha desta quarta (2). Acesse folha.com para ler mais.
#fsp #folhadespaulo #capadodia",1224,107,CkdOeF0stDi,2962587770367955170,2022-11-02 08:30:23,8,2022-11-02,2,1331,Folha de São Paulo
889,139,Imagem,"Mariana Varela e Fabiola Valentín, que já ganharam o título de Miss Argentina e Miss Porto Rico, anunciaram que se casaram através de um vídeo nas redes sociais. O namoro começou após as duas participaram do concurso de beleza Miss Grand International e se apaixonarem. MARAVILHOSAS! 📸😍",440153,3176,CkdOmu_Os4N,2962588364323868173,2022-11-02 08:21:15,8,2022-11-02,2,443329,Choquei
674,74,Vídeo,"O que está na lista de @elisaveeck no #PrimeVideo? A apresentadora gosta de documentários que mostram os bastidores de grandes artistas, por isso seu escolhido dessa semana é ""P!NK: Tudo Que Aprendi Até Agora"".

Sabe o que mais você pode assistir nesta plataforma de streaming? A programação da #CNNBrasil! Veja ao vivo Elisa Veeck no #ExpressoCNN e todos os programas do canal, dos jornais diários à programação @cnnbrasilsoft.",2680,100,CkdMOJeKQTd,2962577878680143069,2022-11-02 08:01:09,8,2022-11-02,2,2780,CNN Brasil
367,67,Imagem,"EDITORIAL: O presidente Jair Bolsonaro afinal se pronunciou, ontem, sobre as eleições em que perdeu para o petista Lula da Silva, no domingo passado. Fiel a seu espírito antidemocrático, não cumprimentou o vencedor e não reconheceu a lisura do processo eleitoral.

Pior: com isso, justificou a baderna dos bolsonaristas golpistas que resolveram trancar estradas desde domingo para protestar contra a vitória de Lula. Segundo Bolsonaro, esses arruaceiros estão movidos por um “sentimento de indignação” – e se limitou a dizer que “os nossos métodos não podem ser os da esquerda, que sempre prejudicaram a população”. Não houve nenhum apelo explícito para que a baderna cessasse.

Mas o País, a despeito de Bolsonaro, continua a ser um Estado Democrático de Direito, razão pela qual é absolutamente inaceitável que a PRF não tenha agido com o devido rigor para impedir que essa súcia de bolsonaristas bloqueasse estradas Brasil afora. Todos os responsáveis por esse levante contra a vontade da maioria dos eleitores devem ser severamente punidos na forma da lei, a começar pelo diretor-geral da PRF, Silvinei Vasques, apoiador declarado de Bolsonaro e, no mínimo, negligente em relação aos delinquentes.

Eis o grau de absurdo da situação: o STF teve de ser acionado para autorizar que as Polícias Militares nos Estados cumprissem a lei e liberassem as estradas, diante do que o ministro Alexandre de Moraes classificou, corretamente, como “omissão e inércia” da PRF. Os bolsonaristas vivem a se queixar do suposto “ativismo” do Poder Judiciário, mas o STF só foi chamado para intervir na questão dos caminhoneiros porque o Poder Executivo se omitiu e porque o diretor-geral da PRF se comporta como chefe de uma milícia a serviço de Bolsonaro.

Felizmente, ao que parece, noves fora a pirraça de Bolsonaro e a baderna dos bolsonaristas, a transição seguirá. Desde domingo, vários políticos ligados ao atual presidente já tratam explicitamente o novo governo como realidade. Leia o texto completo no #LinkdaBio. Foto: Wilton Junior/Estadão",32030,3690,CkdMN87BH8l,2962577865205645093,2022-11-02 08:00:24,8,2022-11-02,2,35720,Estadão
177,27,Imagem,"Olá! Bom feriado. Hoje é quarta-feira, dia 2 de novembro de 2022, e esta é a capa do #JornalOGlobo. Para ler as notícias, acompanhe nossas redes sociais, ou acesse: oglobo.globo.com.",2934,332,CkdJ8iUOjZS,2962567872313439826,2022-11-02 07:40:33,7,2022-11-02,2,3266,Jornal O Globo
139,139,Imagem,"#Eleições2022 | Integrantes do centrão já sinalizam que o presidente eleito Luiz Inácio Lula da Silva (PT) pode contar com uma base parlamentar bem mais sólida caso apoie ou não crie obstáculos à tentativa de reeleição do presidente da Câmara, Arthur Lira (PP-AL). Eleito com a ajuda do governo Jair Bolsonaro (PL) e um dos principais aliados do atual presidente, Lira foi uma das primeiras autoridade a reconhecer a vitória de Lula no domingo (30), logo após o TSE (Tribunal Superior Eleitoral) declarar que o resultado estava matematicamente definido. Leia em folha.com/poder | 📱Assine a Folha, um jornal a serviço do Brasil: folha.com/assinenoinsta #folha #fsp #folhadespaulo

📝 Ranier Bragon (@bragonranier) e Danielle Brant
📷 Adriano Machado-6.out.2022/Reuters

#PraTodosVerem: Foto colorida mostra Lira dos ombros para cima. Ele aparece com roupas formais e de cabelos grisalhos. Seu semblante é sério, a testa franzida, a boca fechada. Fundo atrás dele está desfocado. Texto no card diz ""Centrão de Lira acena com base de sustentação para Lula na Câmara"".",37218,2075,CkdJdguqnnk,2962565740305742308,2022-11-02 07:36:18,7,2022-11-02,2,39293,Folha de São Paulo
178,28,Imagem,"Estudos sobre a prevalência do mau hálito são difíceis de encontrar, mas pesquisas estimam que até metade dos americanos se preocupam com o cheiro do hálito. A má notícia é que o mau hálito pode ter muitas causas, algumas mais graves que outras. Já a boa notícia é que existem várias maneiras de lidar com isso, dependendo da causa. Dentistas restauradores que estudaram o mau hálito —  um médico de ouvido, nariz e garganta; e um periodontista — dão sugestões como identificar o mau cheiro e como tratar. Leia mais no link na bio #JornalOGlobo",12358,123,Ckc3lUCt-Ma,2962487111602135834,2022-11-02 05:00:05,5,2022-11-02,2,12481,Jornal O Globo
368,68,Imagem,"Esta é a #CapaDoDia do Estadão desta quarta-feira, 2 de novembro. Leia mais em www.estadao.com.br📰",3668,255,Ckcyejktu3P,2962464657009733071,2022-11-02 04:15:28,4,2022-11-02,2,3923,Estadão
179,29,Imagem,"ALERTA | O câncer de mama é o tipo que mais acomete mulheres em todo o mundo e o que ocupa o primeiro lugar em mortalidade também. Segundo o Instituto Nacional do Câncer (Inca), cerca de 2,3 milhões de casos foram estimados para o ano de 2020 em todo o mundo, o que representa cerca de 24,5% de todos os tipos de neoplasias diagnosticadas nas mulheres. Mas, por mais que seja extremamente raro, os homens também têm risco de desenvolver este tipo de câncer. O número é baixo, representando apenas 1%, mas vem crescendo com o passar do tempo, visto que há menos de cinco anos a incidência ficava pela metade. Muitos homens não sabem que podem ter a doença, não têm o diagnóstico certo, ou não sabem qual médico procurar para pedir ajuda. Leia mais no link na bio #JornalOGlobo",14290,180,Ckcp2q7J5at,2962426731751249581,2022-11-02 03:00:07,3,2022-11-02,2,14470,Jornal O Globo
140,140,Imagem,"RAQUEL LYRA | Primeira mulher escolhida para comandar Pernambuco, a governadora eleita afirmou em entrevista à Folha que o principal desafio do futuro presidente Luiz Inácio Lula da Silva (PT) é unir o Brasil no novo governo para gerar empregos e fazer a economia brasileira crescer. Raquel Lyra defende que o PSDB reflita sobre o resultado eleitoral após a vitória de governadores em apenas três estados e o encolhimento da bancada de deputados federais. 📲 Leia a entrevista completa em folha.com/politica

📝José Matheus Santos 
📷@Raquel Lyra no Facebook 

#PraTodosVerem: Fotografia colorida mostra Raquel Lyra discursando ao microfone. Ela é uma mulher branca, de cabelos castanhos, lisos, penteados em um rabo-de-cavalo. Ela veste uma blusa cor creme e usa batom cor de vinho. Sobre a imagem há o título da entrevista: ""'Principal desafio de Lula é unir o Brasil', diz 1ª governadora eleita de Pernambuco""

#PraVerAlém: Em seu plano de governo, Raquel Lyra (PSDB) afirma que a inclusão de pessoas com deficiência será prioridade. Entre as suas propostas estão fortalecer a educação inclusiva e abrir centros especializados para PCDs em unidades de saúde. A candidata também promete criar o programa Pernambuco Acessível, para fortalecer as políticas estaduais voltadas à autonomia e à melhoria da qualidade de vida dessa população. O documento fala ainda em lançar um programa de turismo acessível e promover a inclusão digital, entre outras medidas.",20346,668,CkclS60qHbG,2962406682734917318,2022-11-02 02:20:17,2,2022-11-02,2,21014,Folha de São Paulo
369,69,Imagem,"‘LUÍS’ HAMILTON 🏎 Lewis Hamilton receberá em Brasília, na próxima segunda-feira, dia 7 de novembro, o título de cidadão honorário do Brasil. O heptacampeão mundial de Fórmula 1 confirmou por meio da Embaixada Britânica seu comparecimento à sessão solene que acontecerá no plenário Ulisses Guimarães, na Câmara dos Deputados.

A confirmação foi dada apenas nesta terça-feira. O acerto demorou alguns dias e foi intermediada pelo gabinete do deputado federal André Figueiredo (PDT-CE), autor do projeto de concessão da honraria ao piloto da Mercedes, representantes da secretaria geral da Mesa Diretora da Câmara e a Embaixada Britânica. O evento ainda não tem horário confirmado, mas deve acontecer entre 13h e 14h.

Lewis Hamilton estará no Brasil na próxima semana para participar do Grande Prêmio de São Paulo de Fórmula 1. O evento será celebrado entre os dias 11 e 13 de novembro no Autódromo de Interlagos, na capital paulista. A sessão solene terá transmissão ao vivo. Para saber como assistir, clique no #LinkDaBio (📸 Nelson Almeida/AFP)",29771,297,CkcfkYDN9-X,2962381494069747607,2022-11-02 01:30:15,1,2022-11-02,2,30068,Estadão
141,141,Vídeo,"Na série Eleições na Internet, a repórter especial da Folha, Patrícia Campos Mello, recebe convidados para debater as relações entre tecnologia e democracia. O projeto é uma parceria da Folha com @itsriodejaneiro (Instituto de Tecnologia e Sociedade) com apoio do @youtubebrasil. Os episódios, publicados sempre às terças-feiras, também ficarão disponíveis nos principais tocadores de podcast. Assista ao sétimo episódio em youtube.com/folha #eleições2022 | 📱Assine a Folha, um jornal a serviço da democracia: folha.com/assinenoinsta #folha #fsp #folhadespaulo",2585,91,CkccMAdLKbk,2962366625328441060,2022-11-02 01:00:55,1,2022-11-02,2,2676,Folha de São Paulo
370,70,Vídeo,"BOOO 🎃 O Halloween já passou, mas deixou de presente o grande hit dessa data: AMEIANOITE, da @pabllovitar em um feat com @gloriagroove. O clipe sai no dia 3, mas o @patrickmfs e a @_bacorrea conversaram com elas para entender como essa data comemorativa marca suas carreiras, com um leve spoiler do clipe! Mais infos? Lá no #linkdabio tem!",1488,42,Ckca5Tyv5Uc,2962360942374917404,2022-11-02 00:50:48,0,2022-11-02,2,1530,Estadão
890,140,Imagem,"QUEM GANHA?! 📸🤠
(imagem: reprodução internet / instagram)",205410,15521,CkcWBjXOraE,2962339518616352388,2022-11-02 00:06:51,0,2022-11-02,2,220931,Choquei
180,30,Imagem,"Um estudo da Universidade de Yale, uma das mais conceituadas nos Estados Unidos, mostra que um casamento longo realmente pode afetar a saúde física do casal, e que um relacionamento estressante pode afetar o coração aumentando o risco de o cônjuge voltar ao hospital depois de ter tido um infarto, por exemplo. Os pesquisadores analisaram a recuperação de 1,5 mil adultos, com idade média de 47 anos, que tinham acabado de passar por um ataque cardíaco. Um ano depois de passar pelo episódio e receberem alta do hospital, os dados foram comparados com o quão felizes eles estavam ao lado da pessoa amada. Os participantes responderam questionários sobre a qualidade emocional e sexual de um relacionamento. Os pesquisadores criaram uma escala de pontos para avaliar a saúde física dos voluntários e ainda monitoraram dados hospitalares para identificar se houve retornos ao local após o infarto. Leia mais no link na bio #JornalOGlobo",37875,8517,CkcVQLuNyhS,2962336125977831506,2022-11-02 00:00:06,0,2022-11-02,2,46392,Jornal O Globo
142,142,Imagem,"#Eleições2022 | O deputado federal de Minas Gerais André Janones (Avante), 38, que desempenhou nas eleições o papel de coordenador informal da campanha do ex-presidente Luiz Inácio Lula da Silva (PT) nas redes sociais, afirma considerar que o estudo do Ministério da Economia sobre desindexação do salário mínimo e as blitze realizadas pela Polícia Rodoviária Federal no dia da eleição foram determinantes para a vitória do petista. ""Se for para eu destacar o episódio que definiu essa eleição, foi o do Paulo Guedes"", afirma o deputado, que trocou a candidatura à Presidência em agosto para apoiar Lula. Advogado do interior de Minas que explodiu na internet após gravar um vídeo em apoio à greve dos caminhoneiros em 2018, Janones reconhece ter veiculado material que pode dar margem a desinformação, mas nega disseminar fake news. ""Não tinha outra opção para a gente derrotar eles."" Leia em folha.com/politica |📱Assine a Folha, um jornal a serviço da democracia:  folha.com/assinenoinsta #folha #fsp #folhadespaulo

📷 Fillipe Camargos/Divulgação
📝 Danielle Brant e @bragonranier 

#PraTodosVerem: Fotografia colorida mostra o deputado federal André Janones falando por videoconferência de frente a um celular apoiado em um tripé de mesa. Ele é um homem branco, usa camiseta branca e tem cabelos e barba castanhos. Sobre a imagem há o texto: ""Estudo sobre salário mínimo de Guedes definiu a eleição a favor de Lula, diz André Janones""

#PraVerAlém: Ao retirar sua candidatura à Presidência, André Janones (Avante) levou suas propostas ao ex-presidente Luiz Inácio Lula da Silva (PT), para que elas fossem incorporadas pela campanha do petista. Entre as pautas estava a implementação de políticas de inclusão para pessoas com deficiência. Janones foi reeleito deputado federal por Minas Gerais.",25722,824,CkcTCLVLGeJ,2962326367391999881,2022-11-01 23:40:43,23,2022-11-01,1,26546,Folha de São Paulo
